canton,year,HDD,CDD
SG,2004,1834.3,2.450000000000002
SG,2005,1895.25,3.7749999999999995
SG,2006,1893.8,11.225000000000001
SG,2007,1621.3500000000001,5.2
SG,2008,1696.1,4.6000000000000005
SG,2009,1732.575,2.4749999999999996
SG,2010,1932.5,16.025000000000002
SG,2011,1572.875,5.574999999999998
SG,2012,1794.925,5.375000000000001
SG,2013,1821.1,12.125
SG,2014,1515.3,7.6000000000000005
SG,2015,1421.94,45.22
SG,2016,1589.1,4.660000000000001
SG,2017,1659.1599999999999,17.500000000000004
SG,2018,1348.54,17.6
SG,2019,1626.1200000000001,13.279999999999998
SG,2020,1505.04,7.7799999999999985
SG,2021,1697.58,4.039999999999999
SG,2022,1508.56,12.74
SG,2023,1426.26,18.240000000000002
SG,2024,1410.6200000000001,12.68
SH,1863,418.3,0.0
SH,1864,1620.1,0.1999999999999993
SH,1865,1320.1,5.0
SH,1866,1183.0,0.0
SH,1867,1370.8,0.0
SH,1868,1232.7,6.399999999999999
SH,1869,1241.8,0.8999999999999986
SH,1870,1535.5,21.499999999999996
SH,1871,1284.3,0.0
SH,1874,520.2,0.0
SH,1875,1464.9,2.1999999999999993
SH,1876,1460.6,0.0
SH,1877,1361.9,4.800000000000001
SH,1878,1475.8,0.0
SH,1879,1624.8,7.0
SH,1880,1450.1,0.0
SH,1881,1436.6,4.600000000000001
SH,1882,1368.9,0.0
SH,1883,1473.1,1.5
SH,1884,1266.1,0.0
SH,1885,1397.4,0.0
SH,1886,1449.0,0.8999999999999986
SH,1887,1438.2,5.0
SH,1888,1640.5,4.699999999999999
SH,1889,1473.2,4.0
SH,1890,1635.5,0.0
SH,1891,1522.0,2.1999999999999993
SH,1892,1445.8,1.5
SH,1893,1448.8,0.0
SH,1894,1369.8,2.8999999999999986
SH,1895,1494.7,0.6000000000000014
SH,1896,1517.1,0.0
SH,1897,1488.8,4.899999999999999
SH,1898,1327.4,1.8999999999999986
SH,1899,1345.1,1.0
SH,1900,1406.0,0.6000000000000014
SH,1901,1498.6,2.5
SH,1902,1512.5,5.899999999999999
SH,1903,1360.3,0.5
SH,1904,1348.9,3.8999999999999986
SH,1905,1445.9,11.5
SH,1906,1359.4,1.8000000000000007
SH,1907,1446.6,0.0
SH,1908,1585.3,0.0
SH,1909,1593.6,0.0
SH,1910,1509.4,0.0
SH,1911,1521.5,6.300000000000001
SH,1912,1591.5,1.6999999999999993
SH,1913,1439.2,0.0
SH,1914,1485.8,0.0
SH,1915,1356.0,0.0
SH,1916,1314.5,0.0
SH,1917,1568.7,0.0
SH,1918,1451.5,0.0
SH,1919,1474.7,0.5
SH,1920,1372.2,0.0
SH,1921,1279.3,6.199999999999999
SH,1922,1523.1,0.5
SH,1923,1310.6,9.800000000000004
SH,1924,1495.9,0.0
SH,1925,1427.0,1.0999999999999979
SH,1926,1288.2,0.0
SH,1927,1362.4,1.6000000000000014
SH,1928,1312.5,3.1000000000000014
SH,1929,1542.0,0.0
SH,1930,1327.2,3.5
SH,1931,1534.8,0.8999999999999986
SH,1932,1497.9,0.0
SH,1933,1318.8,5.0
SH,1934,1369.1,0.3999999999999986
SH,1935,1472.9,0.0
SH,1936,1466.0,0.3999999999999986
SH,1937,1279.3,4.099999999999998
SH,1938,1419.6,1.3999999999999986
SH,1939,1355.0,0.0
SH,1940,1488.4,0.0
SH,1941,1616.7,4.600000000000001
SH,1942,1444.4,1.6000000000000014
SH,1943,1369.1,7.599999999999998
SH,1944,1393.6,2.6000000000000014
SH,1945,1421.4,0.5
SH,1946,1305.8,9.3
SH,1947,1353.3,15.599999999999998
SH,1948,1275.2,4.5000000000000036
SH,1949,1378.5,13.299999999999997
SH,1950,1266.9,11.099999999999994
SH,1951,1370.9,0.6000000000000014
SH,1952,1376.6,36.5
SH,1953,1409.9,0.0
SH,1954,1479.8,1.1999999999999993
SH,1955,1369.0,0.0
SH,1956,1539.7,2.3000000000000007
SH,1957,1270.7,20.900000000000002
SH,1958,1308.3,3.1999999999999993
SH,1959,1271.6,6.550000000000001
SH,1960,1313.45,0.0
SH,1961,1121.05,3.650000000000002
SH,1962,1446.95,0.7499999999999982
SH,1963,1454.75,3.1000000000000014
SH,1964,1386.9,1.0
SH,1965,1475.3,0.5
SH,1966,1174.15,2.3999999999999986
SH,1967,1396.25,2.0999999999999996
SH,1968,1428.2,8.299999999999999
SH,1969,1455.0,0.0
SH,1970,1400.1999999999998,3.349999999999998
SH,1971,1433.15,12.5
SH,1972,1310.55,1.8499999999999996
SH,1973,1383.5,4.0
SH,1974,1323.6,1.3499999999999996
SH,1975,1327.65,6.150000000000002
SH,1976,1300.65,11.7
SH,1977,1246.25,0.9000000000000004
SH,1978,1497.25,0.0
SH,1979,1321.45,0.0
SH,1980,1546.8000000000002,2.4499999999999993
SH,1981,877.8,2.6500000000000004
SH,1982,1270.45,3.4499999999999993
SH,1983,1359.95,4.549999999999999
SH,1984,1472.6,6.25
SH,1985,1430.95,0.0
SH,1986,1476.35,2.400000000000002
SH,1987,1490.6,0.9999999999999982
SH,1988,1252.55,0.0
SH,1989,1354.4499999999998,1.0500000000000007
SH,1990,1373.7,6.449999999999999
SH,1991,1318.35,12.300000000000004
SH,1992,1270.35,15.299999999999999
SH,1993,1338.15,2.700000000000001
SH,1994,1155.5500000000002,21.75
SH,1995,1321.05,7.15
SH,1996,1451.65,1.9499999999999993
SH,1997,1233.2,1.0999999999999996
SH,1998,1271.6,13.650000000000002
SH,1999,1168.6,6.050000000000001
SH,2000,1097.0,0.5500000000000025
SH,2001,1211.5,5.999999999999998
SH,2002,1253.35,0.0
SH,2003,1290.5,56.25
SH,2004,1258.3,6.449999999999996
SH,2005,1288.2,0.5500000000000007
SH,2006,1358.25,6.549999999999997
SH,2007,1062.6999999999998,0.0
SH,2008,1159.6,3.950000000000001
SH,2009,1232.25,0.0
SH,2010,1386.65,14.6
SH,2011,1048.55,1.3000000000000007
SH,2012,1344.65,0.0
SH,2013,1264.0,8.049999999999997
SH,2014,1086.6,7.35
SH,2015,1175.6999999999998,47.85
SH,2016,1206.5500000000002,1.799999999999999
SH,2017,1287.9499999999998,13.399999999999997
SH,2018,1007.1999999999999,26.75
SH,2019,1269.85,8.0
SH,2020,1135.15,11.1
SH,2021,1294.4,0.40000000000000036
SH,2022,1181.35,15.150000000000002
SH,2023,1095.3,8.5
SH,2024,1059.4499999999998,9.8
SO,1987,1180.4,0.3999999999999986
SO,1988,1201.8,0.0
SO,1989,1322.0,0.3999999999999986
SO,1990,1327.5,1.4000000000000021
SO,1991,1267.0,7.699999999999999
SO,1992,1314.5500000000002,13.900000000000004
SO,1993,2337.95,0.6500000000000004
SO,1994,2016.6000000000001,19.75
SO,1995,2284.5,9.55
SO,1996,2489.7,1.1999999999999993
SO,1997,2217.0,1.1999999999999993
SO,1998,2250.7,12.749999999999995
SO,1999,2185.25,2.700000000000001
SO,2000,2011.9499999999998,2.0000000000000018
SO,2001,2152.1,4.450000000000001
SO,2002,2125.2,7.800000000000001
SO,2003,2245.25,52.40000000000001
SO,2004,2247.2,2.5999999999999996
SO,2005,2346.9,8.5
SO,2006,2271.05,16.650000000000006
SO,2007,2014.6999999999998,1.4499999999999993
SO,2008,2201.4,4.4
SO,2009,2138.3,4.5
SO,2010,2442.95,12.999999999999998
SO,2011,1974.85,7.949999999999996
SO,2012,2227.2,7.0500000000000025
SO,2013,2235.65,18.4
SO,2014,1917.4499999999998,2.900000000000002
SO,2015,2068.8,63.650000000000006
SO,2016,2144.15,10.500000000000002
SO,2017,2160.8999999999996,21.05
SO,2018,1829.75,34.75
SO,2019,2110.95,26.8
SO,2020,1951.45,14.25
SO,2021,2200.8,6.299999999999999
SO,2022,1895.3,26.700000000000003
SO,2023,1869.75,29.300000000000004
SO,2024,1925.5,16.500000000000007
SZ,1931,1730.0,0.0
SZ,1932,1703.7,0.0
SZ,1933,1533.6,1.4000000000000021
SZ,1934,1597.8,0.0
SZ,1935,1705.8,0.0
SZ,1936,1691.0,0.0
SZ,1937,1471.4,0.1999999999999993
SZ,1938,1602.5,0.0
SZ,1939,1557.3,0.0
SZ,1940,1634.6,0.0
SZ,1941,1823.9,0.0
SZ,1942,1587.3,0.0
SZ,1943,1591.8,0.6000000000000014
SZ,1944,1676.4,0.0
SZ,1945,1668.8,0.0
SZ,1946,1496.2,0.8000000000000007
SZ,1947,1464.9,5.299999999999997
SZ,1948,1422.4,0.0
SZ,1949,1607.3,0.8999999999999986
SZ,1950,1473.9,2.3000000000000007
SZ,1951,1569.4,0.0
SZ,1952,1592.3,9.600000000000001
SZ,1953,1628.7,0.0
SZ,1954,1750.6,0.0
SZ,1955,1618.9,0.0
SZ,1956,1873.3,0.0
SZ,1957,1498.3,8.100000000000001
SZ,1958,1563.6,2.1999999999999993
SZ,1959,1530.4,1.6000000000000014
SZ,1960,1577.2,0.0
SZ,1961,1379.0,0.0
SZ,1962,1643.0,0.0
SZ,1963,1704.6,0.0
SZ,1964,1627.8,0.0
SZ,1965,1773.6,0.0
SZ,1966,1455.3,0.0
SZ,1967,1743.9,0.0
SZ,1968,1724.3,0.0
SZ,1969,1917.0,0.0
SZ,1970,1771.2,0.0
SZ,1971,1925.3,0.0
SZ,1972,1663.3,0.0
SZ,1973,1789.5,0.0
SZ,1974,1787.9,0.0
SZ,1975,1727.1,0.0
SZ,1976,1674.9,0.0
SZ,1977,1595.3,0.0
SZ,1978,1838.6,0.0
SZ,1979,1648.7,0.0
SZ,1980,1916.5,0.0
SZ,1981,1560.6,0.0
SZ,1982,1516.3,0.0
SZ,1983,1650.6,0.0
SZ,1984,1776.4,1.1999999999999993
SZ,1985,1738.2,0.0
SZ,1986,1780.9,0.1999999999999993
SZ,1987,1813.0,0.0
SZ,1988,1604.2,0.0
SZ,1989,1696.8,0.0
SZ,1990,1763.4,0.0
SZ,1991,1660.4,0.0
SZ,1992,1612.4,0.0
SZ,1993,1665.1,0.0
SZ,1994,1446.8,1.0
SZ,1995,1630.4,0.0
SZ,1996,1774.3,0.0
SZ,1997,1508.9,0.0
SZ,1998,1574.4,2.200000000000003
SZ,1999,1534.2,0.0
SZ,2000,1463.4,0.0
SZ,2001,1540.3,0.0
SZ,2002,1642.9,0.0
SZ,2003,1581.3,2.6999999999999993
SZ,2004,1629.7,0.0
SZ,2005,1727.1,0.0
SZ,2006,1749.1,0.0
SZ,2007,1486.1,0.0
SZ,2008,1554.4,0.0
SZ,2009,1618.6,0.0
SZ,2010,1750.5,1.3000000000000007
SZ,2011,1383.5,0.0
SZ,2012,1693.3,0.0
SZ,2013,996.0999999999999,0.05000000000000071
SZ,2014,1333.6999999999998,0.6999999999999993
SZ,2015,906.65,20.525
SZ,2016,1294.15,1.5500000000000007
SZ,2017,1370.225,8.3
SZ,2018,1093.95,14.850000000000001
SZ,2019,1379.325,4.874999999999998
SZ,2020,1223.35,3.925
SZ,2021,1410.65,0.27500000000000036
SZ,2022,1257.85,6.449999999999999
SZ,2023,1176.85,10.775000000000002
SZ,2024,1156.975,5.3500000000000005
TG,1959,1429.0,2.599999999999998
TG,1960,1481.4,0.0
TG,1961,1285.6,0.6000000000000014
TG,1962,1600.1,0.0
TG,1963,1612.1,0.3000000000000007
TG,1964,1550.3,0.0
TG,1965,1686.1,0.8999999999999986
TG,1966,1309.4,0.6999999999999993
TG,1967,1565.1,0.1999999999999993
TG,1968,1620.8,0.6999999999999993
TG,1969,1624.9,0.0
TG,1970,1577.2,1.5
TG,1971,1661.8,0.5
TG,1972,1480.65,0.5
TG,1973,1551.65,0.0
TG,1974,1524.6,0.40000000000000036
TG,1975,1505.8,0.0
TG,1976,1144.1666666666667,2.9666666666666686
TG,1977,1299.6000000000001,0.20000000000000048
TG,1978,1612.9333333333334,0.0
TG,1979,1417.1333333333332,0.0
TG,1980,1642.4333333333334,1.2000000000000004
TG,1981,1330.2,0.0
TG,1982,1310.0666666666666,0.23333333333333428
TG,1983,1409.1000000000001,0.16666666666666666
TG,1984,1557.2,3.766666666666667
TG,1985,1495.0333333333335,0.0
TG,1986,1558.6666666666667,1.3999999999999997
TG,1987,1572.8,0.2333333333333331
TG,1988,1321.0666666666666,0.0
TG,1989,1434.1000000000001,0.0
TG,1990,1461.6000000000001,1.3999999999999997
TG,1991,1384.3999999999999,4.8
TG,1992,1335.6000000000001,11.066666666666668
TG,1993,1416.2666666666667,0.0
TG,1994,1242.8999999999999,11.633333333333331
TG,1995,1390.3,2.599999999999999
TG,1996,1546.0666666666668,1.0333333333333339
TG,1997,1295.3333333333333,0.13333333333333286
TG,1998,1328.5,6.633333333333334
TG,1999,1258.6000000000001,2.2666666666666657
TG,2000,1182.6666666666667,0.06666666666666643
TG,2001,1277.5666666666666,2.6
TG,2002,1367.3333333333333,0.0
TG,2003,1369.0333333333335,30.900000000000002
TG,2004,1356.2333333333333,1.7333333333333354
TG,2005,1400.4333333333334,0.0
TG,2006,1452.2666666666667,4.366666666666666
TG,2007,1163.5333333333333,0.0
TG,2008,1236.4333333333334,1.4666666666666661
TG,2009,1300.3666666666666,0.20000000000000048
TG,2010,1284.675,11.399999999999999
TG,2011,1151.675,0.09999999999999964
TG,2012,1410.35,0.07500000000000018
TG,2013,1342.4,4.699999999999999
TG,2014,1136.925,6.775
TG,2015,1232.55,39.62499999999999
TG,2016,1241.15,1.674999999999999
TG,2017,1301.825,11.100000000000001
TG,2018,1038.675,17.7
TG,2019,1311.15,5.575000000000001
TG,2020,1177.3,7.175000000000001
TG,2021,1354.625,0.17499999999999982
TG,2022,1222.7,7.299999999999999
TG,2023,1122.075,7.95
TG,2024,1110.475,5.375000000000003
TI,1864,1175.8,17.2
TI,1865,990.1,12.399999999999999
TI,1866,986.0,3.6999999999999957
TI,1867,1021.0,3.9999999999999964
TI,1868,963.2,13.5
TI,1869,1036.8,26.399999999999995
TI,1870,1140.8,26.699999999999996
TI,1871,1120.1,3.599999999999998
TI,1872,975.1,1.4000000000000021
TI,1873,980.2,40.7
TI,1874,1104.4,61.0
TI,1875,1085.0,9.3
TI,1876,1026.3,19.200000000000006
TI,1877,1015.6,12.699999999999996
TI,1878,988.7,1.0999999999999979
TI,1879,1107.0,26.5
TI,1880,1003.0,3.8000000000000007
TI,1881,1047.7,63.9
TI,1882,981.0,11.299999999999997
TI,1883,1091.1,20.499999999999996
TI,1884,993.7,27.400000000000002
TI,1885,1031.3,27.900000000000006
TI,1886,1017.1,9.0
TI,1887,1041.7,35.7
TI,1888,1100.3,9.8
TI,1889,1068.0,23.1
TI,1890,1057.8,12.599999999999998
TI,1891,1077.1,10.8
TI,1892,1033.0,24.1
TI,1893,937.4,14.600000000000001
TI,1894,1026.9,14.700000000000003
TI,1895,1089.9,14.599999999999998
TI,1896,1131.0,7.199999999999999
TI,1897,1088.9,12.2
TI,1898,968.0,6.4999999999999964
TI,1899,932.8,5.699999999999999
TI,1900,956.1,4.300000000000001
TI,1901,1153.2,14.0
TI,1902,1074.8,19.400000000000002
TI,1903,1047.6,20.000000000000004
TI,1904,990.1,34.599999999999994
TI,1905,1134.5,26.0
TI,1906,990.9,15.999999999999996
TI,1907,1056.5,15.999999999999996
TI,1908,1069.2,7.199999999999999
TI,1909,1139.5,4.899999999999995
TI,1910,1071.5,0.0
TI,1911,1089.6,24.60000000000001
TI,1912,1077.7,1.0
TI,1913,1019.8000000000001,5.0
TI,1914,986.9,7.4999999999999964
TI,1915,1088.8,12.499999999999996
TI,1916,1034.8,11.100000000000001
TI,1917,1141.8,0.1999999999999993
TI,1918,1093.5,2.1999999999999993
TI,1919,1033.2,24.700000000000003
TI,1920,983.4,4.099999999999998
TI,1921,942.7,24.8
TI,1922,1087.2,11.0
TI,1923,947.1,39.2
TI,1924,1039.9,14.899999999999999
TI,1925,1076.7,13.3
TI,1926,931.1,3.8999999999999986
TI,1927,916.6,21.5
TI,1928,971.4,61.599999999999994
TI,1929,1113.8,13.399999999999995
TI,1930,1030.3,13.2
TI,1931,1113.2,12.499999999999996
TI,1932,1112.9,6.400000000000002
TI,1933,989.0,23.1
TI,1934,1052.5,17.5
TI,1935,751.5,16.75
TI,1936,1056.35,1.9999999999999982
TI,1937,985.75,15.100000000000003
TI,1938,989.65,10.4
TI,1939,1013.5,4.999999999999998
TI,1940,1056.5,3.9499999999999993
TI,1941,1115.3000000000002,9.65
TI,1942,957.6500000000001,11.699999999999998
TI,1943,920.75,19.35
TI,1944,1041.3,2.8500000000000014
TI,1945,977.05,12.399999999999997
TI,1946,965.9,33.099999999999994
TI,1947,1049.35,27.05
TI,1948,824.15,4.3000000000000025
TI,1949,1021.6,36.949999999999996
TI,1950,925.3499999999999,32.150000000000006
TI,1951,1043.0,6.100000000000003
TI,1952,1046.7,46.9
TI,1953,733.1666666666666,6.700000000000002
TI,1954,1066.6666666666667,3.4333333333333322
TI,1955,951.6,1.0
TI,1956,1105.6666666666667,12.200000000000003
TI,1957,1025.3,33.46666666666667
TI,1958,1027.6000000000001,15.366666666666665
TI,1959,1055.15,13.149999999999999
TI,1960,1114.4750000000001,0.0
TI,1961,937.125,11.724999999999998
TI,1962,1091.825,8.625
TI,1963,1192.325,2.7250000000000005
TI,1964,1054.65,6.824999999999999
TI,1965,1120.15,5.999999999999999
TI,1966,1013.775,1.5
TI,1967,1116.625,7.450000000000002
TI,1968,1110.075,15.600000000000001
TI,1969,1150.8,4.924999999999999
TI,1970,1180.2,13.075000000000003
TI,1971,1113.825,22.275
TI,1972,1080.425,7.274999999999999
TI,1973,1069.75,15.55
TI,1974,1104.125,18.2
TI,1975,1095.65,17.0
TI,1976,1010.85,13.174999999999997
TI,1977,1017.5333333333334,3.666666666666668
TI,1978,1096.7666666666667,1.8666666666666671
TI,1979,1097.2,1.2000000000000002
TI,1980,1255.825,13.025000000000002
TI,1981,823.2666666666668,6.016666666666666
TI,1982,1734.6166666666668,12.350000000000001
TI,1983,1711.05,3.4666666666666663
TI,1984,1914.4166666666667,7.666666666666667
TI,1985,1816.3833333333332,3.2999999999999994
TI,1986,1835.6666666666667,10.733333333333334
TI,1987,1819.3166666666666,6.75
TI,1988,1649.042857142857,3.957142857142856
TI,1989,1628.542857142857,0.3714285714285711
TI,1990,1621.6142857142856,7.128571428571429
TI,1991,1745.175,26.7125
TI,1992,1462.3111111111111,12.355555555555556
TI,1993,1749.211111111111,5.044444444444443
TI,1994,1612.05,18.71
TI,1995,2016.02,7.0
TI,1996,2108.66,6.8199999999999985
TI,1997,1871.52,4.100000000000001
TI,1998,1983.08,7.419999999999999
TI,1999,1874.85,5.0200000000000005
TI,2000,1932.39,2.6900000000000004
TI,2001,1992.92,5.610000000000001
TI,2002,2010.7,0.8300000000000004
TI,2003,1937.92,40.79
TI,2004,1996.6799999999998,5.889999999999999
TI,2005,2108.62,4.51
TI,2006,1945.2,13.320000000000002
TI,2007,1743.9900000000002,1.5800000000000005
TI,2008,1894.9099999999999,5.4799999999999995
TI,2009,1861.89,4.460000000000001
TI,2010,2074.5800000000004,16.31
TI,2011,1749.39,4.419999999999999
TI,2012,1895.0700000000002,8.290000000000001
TI,2013,1771.9818181818182,13.236363636363636
TI,2014,1739.4,4.381818181818182
TI,2015,1676.7,32.78181818181818
TI,2016,1828.0363636363634,11.2
TI,2017,1691.7916666666667,17.408333333333335
TI,2018,1674.8916666666667,23.308333333333334
TI,2019,1732.7416666666668,15.908333333333331
TI,2020,1681.3500000000001,16.358333333333334
TI,2021,1846.325,2.708333333333334
TI,2022,1638.7166666666665,27.166666666666668
TI,2023,1578.5166666666667,10.158333333333333
TI,2024,1585.7333333333333,22.224999999999998
UR,1864,1943.85,0.0
UR,1865,1673.65,1.3499999999999996
UR,1866,1526.2,1.5999999999999996
UR,1867,1743.6999999999998,1.950000000000001
UR,1868,1697.75,2.5999999999999996
UR,1869,1312.95,2.5500000000000025
UR,1870,1251.35,8.800000000000002
UR,1871,1117.25,2.9499999999999993
UR,1872,1623.5,0.4499999999999993
UR,1873,1408.95,1.5999999999999996
UR,1874,1751.75,3.5500000000000007
UR,1875,1584.25,1.75
UR,1876,1688.8000000000002,0.0
UR,1877,1605.1,3.1500000000000004
UR,1878,1829.0,0.0
UR,1879,1869.35,3.0
UR,1880,1698.3,0.75
UR,1881,1727.5,5.600000000000001
UR,1882,1504.05,0.0
UR,1883,1786.55,2.0
UR,1884,1608.85,0.9000000000000004
UR,1885,1727.75,1.25
UR,1886,1711.8,0.25
UR,1887,1693.85,0.8999999999999986
UR,1888,1893.85,1.0999999999999996
UR,1889,1712.3,1.5999999999999996
UR,1890,1852.0500000000002,0.0
UR,1891,1792.35,1.700000000000001
UR,1892,1800.45,0.0
UR,1893,1692.6,1.9499999999999993
UR,1894,1668.8500000000001,0.0
UR,1895,1679.9499999999998,1.9499999999999993
UR,1896,1770.8,0.0
UR,1897,1659.55,3.8000000000000007
UR,1898,1595.25,0.0
UR,1899,1472.55,0.0
UR,1900,1590.1000000000001,1.5999999999999996
UR,1901,1715.25,1.4000000000000004
UR,1902,1696.6999999999998,1.1499999999999986
UR,1903,1612.85,0.40000000000000036
UR,1904,1558.1999999999998,0.25
UR,1905,1786.25,5.050000000000001
UR,1906,1659.6000000000001,0.10000000000000142
UR,1907,1705.6499999999999,0.1999999999999993
UR,1908,1842.25,3.299999999999999
UR,1909,1922.3500000000001,1.7500000000000018
UR,1910,1820.85,0.0
UR,1911,1781.05,0.6500000000000004
UR,1912,1741.6999999999998,0.8499999999999996
UR,1913,1703.15,0.5999999999999996
UR,1914,1685.0500000000002,0.0
UR,1915,1630.6999999999998,0.4499999999999993
UR,1916,1590.85,0.0
UR,1917,1825.9,0.0
UR,1918,1762.8500000000001,0.0
UR,1919,1772.4,0.15000000000000036
UR,1920,1618.35,0.0
UR,1921,1579.45,5.9
UR,1922,1822.35,1.75
UR,1923,1600.45,1.950000000000001
UR,1924,1747.0,2.3499999999999996
UR,1925,1725.6000000000001,0.0
UR,1926,1561.95,0.0
UR,1927,1591.75,2.200000000000001
UR,1928,1589.65,2.0999999999999996
UR,1929,1792.35,1.8500000000000014
UR,1930,1549.4499999999998,0.3000000000000007
UR,1931,1762.65,1.4499999999999993
UR,1932,1719.15,0.45000000000000107
UR,1933,1577.5,1.3000000000000007
UR,1934,1657.65,0.09999999999999964
UR,1935,1749.75,0.7000000000000011
UR,1936,1711.55,0.0
UR,1937,1569.4499999999998,3.6000000000000014
UR,1938,1727.3000000000002,0.5999999999999996
UR,1939,1598.5,0.0
UR,1940,1751.1499999999999,0.0
UR,1941,1863.1,3.6499999999999986
UR,1942,1698.3,0.25
UR,1943,1661.85,3.049999999999999
UR,1944,1813.4499999999998,0.1999999999999993
UR,1945,1815.25,0.4499999999999993
UR,1946,1595.3000000000002,2.8500000000000014
UR,1947,1607.85,7.900000000000002
UR,1948,1548.75,0.25
UR,1949,1719.45,2.450000000000001
UR,1950,1612.65,2.3500000000000014
UR,1951,1630.15,0.0
UR,1952,1686.3500000000001,8.600000000000001
UR,1953,1733.8999999999999,0.0
UR,1954,2145.4,0.0
UR,1955,2002.2,0.0
UR,1956,2296.066666666667,0.16666666666666666
UR,1957,1881.1666666666667,3.266666666666667
UR,1958,1999.8,1.6333333333333329
UR,1959,1953.9666666666665,1.866666666666666
UR,1960,1954.0749999999998,0.17499999999999982
UR,1961,1801.2,0.375
UR,1962,1962.5,0.25
UR,1963,1979.675,1.2749999999999995
UR,1964,1965.9250000000002,0.9749999999999996
UR,1965,2126.8,1.0499999999999998
UR,1966,1785.375,1.5749999999999993
UR,1967,2061.975,1.0750000000000002
UR,1968,1997.575,1.8249999999999993
UR,1969,2058.425,0.0
UR,1970,2014.075,0.7749999999999995
UR,1971,2023.8000000000002,1.4500000000000002
UR,1972,1866.9,0.27500000000000036
UR,1973,1970.775,0.27499999999999947
UR,1974,2010.4499999999998,0.17499999999999982
UR,1975,1987.775,0.0
UR,1976,1905.775,0.0
UR,1977,1844.1,0.04999999999999982
UR,1978,2018.2,0.0
UR,1979,1919.325,0.0
UR,1980,2171.375,0.2999999999999998
UR,1981,1853.7,0.27500000000000036
UR,1982,1780.725,0.9500000000000002
UR,1983,1890.925,1.2000000000000002
UR,1984,2086.266666666667,3.7666666666666657
UR,1985,2024.2,0.0
UR,1986,2031.0666666666668,2.0000000000000013
UR,1987,2061.633333333333,0.0
UR,1988,1908.2333333333333,0.0
UR,1989,1959.8666666666668,0.29999999999999954
UR,1990,2007.1000000000001,0.8999999999999986
UR,1991,1924.0666666666666,2.6666666666666665
UR,1992,1889.4000000000003,4.0666666666666655
UR,1993,1902.9666666666665,0.2333333333333331
UR,1994,1760.0333333333335,6.7
UR,1995,1944.3,1.499999999999999
UR,1996,1980.9333333333334,0.5333333333333338
UR,1997,1756.7333333333333,0.43333333333333474
UR,1998,1866.3333333333333,6.800000000000002
UR,1999,1840.1666666666667,3.2999999999999994
UR,2000,1772.4666666666665,3.099999999999999
UR,2001,1821.0666666666668,3.8333333333333335
UR,2002,1877.9666666666665,0.0
UR,2003,1837.2666666666667,17.566666666666666
UR,2004,1845.8999999999999,0.6333333333333329
UR,2005,2013.9666666666665,0.7666666666666669
UR,2006,1987.0,1.8666666666666671
UR,2007,1774.2333333333333,0.0
UR,2008,1804.8666666666668,0.4666666666666674
UR,2009,1866.6333333333332,0.0
UR,2010,2000.7666666666667,3.366666666666667
UR,2011,1646.7666666666664,0.2333333333333331
UR,2012,1887.7,0.0
UR,2013,1882.2333333333333,0.7999999999999995
UR,2014,1704.8333333333333,2.1
UR,2015,1734.5333333333335,12.166666666666666
UR,2016,1669.375,0.22499999999999964
UR,2017,1799.35,3.924999999999999
UR,2018,1509.6,4.500000000000001
UR,2019,1796.825,1.9500000000000002
UR,2020,1659.9,0.15000000000000036
UR,2021,1862.575,0.0
UR,2022,1696.875,2.075
UR,2023,1605.475,3.325
UR,2024,1575.95,2.000000000000001
VD,1879,1968.5,1.0
VD,1880,1794.4,0.0
VD,1881,1803.5,0.0
VD,1882,1753.7,0.0
VD,1883,1895.8,0.0
VD,1884,1626.5,0.0
VD,1885,1793.9,0.0
VD,1886,1760.9,0.0
VD,1887,1161.5,0.0
VD,1905,1794.0,0.3000000000000007
VD,1906,1650.5,0.0
VD,1907,1756.7,0.0
VD,1909,640.3,0.0
VD,1910,1798.3,0.0
VD,1911,1403.6,0.0
VD,1912,1814.2,0.0
VD,1913,1682.2,0.0
VD,1914,1683.2,0.0
VD,1915,1636.0,0.0
VD,1916,1658.9,0.0
VD,1917,1848.1,0.0
VD,1918,1731.4,0.0
VD,1919,1757.7,0.0
VD,1920,1638.7,0.0
VD,1921,1544.0,0.0
VD,1922,1835.4,0.0
VD,1923,1555.9,0.0
VD,1924,1551.7,0.0
VD,1925,1619.7,0.0
VD,1926,1557.7,0.0
VD,1927,1586.3,0.0
VD,1928,1553.7,0.8000000000000007
VD,1929,1763.5,0.0
VD,1930,1591.7,0.0
VD,1931,1722.3,0.0
VD,1932,1761.8,0.0
VD,1933,1567.3,0.0
VD,1934,1665.5,0.0
VD,1935,1755.1,0.0
VD,1936,1728.1,0.0
VD,1937,1555.4,0.0
VD,1938,1703.2,0.0
VD,1939,1638.9,0.0
VD,1940,1723.6,0.0
VD,1941,1863.0,0.0
VD,1942,1715.8,0.0
VD,1943,1681.6,0.0
VD,1944,1818.2,0.0
VD,1945,1803.9,0.0
VD,1946,1634.4,0.0
VD,1947,1560.6,0.3000000000000007
VD,1948,1548.3,0.0
VD,1949,1701.9,0.5
VD,1950,1573.8,0.0
VD,1951,1685.6,0.0
VD,1952,1701.2,1.3000000000000007
VD,1953,1774.4,0.0
VD,1954,1863.2,0.0
VD,1955,1712.6,0.0
VD,1956,2003.0,0.0
VD,1957,1606.5,1.5
VD,1958,1665.2,0.0
VD,1959,1637.1,0.0
VD,1960,1697.3,0.0
