station_canton,year,HDD_mean,CDD_mean,n_stations
VS,2008,5390.292857142857,0.3357142857142857,14
VS,2009,5323.692857142857,1.0928571428571434,14
VS,2010,5687.900000000001,1.0357142857142858,14
VS,2011,4808.957142857143,1.5428571428571431,14
VS,2012,4749.613333333333,2.226666666666666,15
VS,2013,5295.66,2.6199999999999997,15
VS,2014,4873.0125,0.4437500000000003,16
VS,2015,4454.216666666666,7.833333333333333,18
VS,2016,4730.7,1.2105263157894737,19
VS,2017,4750.3,3.780000000000001,20
VS,2018,4544.385,2.96,20
VS,2019,4693.9349999999995,5.5649999999999995,20
VS,2020,4546.955,0.905,20
VS,2021,4952.6900000000005,0.4299999999999999,20
VS,2022,4363.3150000000005,6.185,20
VS,2023,4504.219999999999,5.89,20
VS,2024,4405.425,1.295,20
ZG,2000,2785.8,1.1000000000000014,1
ZG,2001,3135.9,0.5999999999999979,1
ZG,2002,2934.1,5.399999999999999,1
ZG,2003,3197.3,27.1,1
ZG,2004,3124.6,0.0,1
ZG,2005,3222.9,4.199999999999999,1
ZG,2006,3087.9,11.5,1
ZG,2007,2908.1,1.1000000000000014,1
ZG,2008,3148.2,1.5,1
ZG,2009,3079.8,0.6000000000000014,1
ZG,2010,3393.4,3.0,1
ZG,2011,2753.9,3.6000000000000014,1
ZG,2012,3019.0,3.6000000000000014,1
ZG,2013,3293.1,13.0,1
ZG,2014,2305.8,0.0,1
ZG,2015,2940.4,36.8,1
ZG,2016,3059.0,3.3999999999999986,1
ZG,2017,2999.4,13.9,1
ZG,2018,2694.6,22.099999999999994,1
ZG,2019,2750.0,27.800000000000008,1
ZG,2020,2753.9,5.299999999999997,1
ZG,2021,3119.8,2.4999999999999964,1
ZG,2022,2605.5,16.6,1
ZG,2023,2622.4,20.1,1
ZG,2024,2731.0,2.500000000000004,1
ZH,2000,3206.2000000000003,0.23333333333333428,6
ZH,2001,3466.4833333333336,0.2833333333333338,6
ZH,2002,3206.75,4.333333333333333,6
ZH,2003,3397.1666666666665,26.916666666666668,6
ZH,2004,3492.5833333333335,0.0,6
ZH,2005,3564.5,3.3333333333333326,6
ZH,2006,3372.0166666666664,6.166666666666667,6
ZH,2007,3218.35,1.5,6
ZH,2008,3413.633333333333,0.9666666666666668,6
ZH,2009,3365.133333333333,0.6166666666666666,6
ZH,2010,3763.0499999999997,1.7500000000000007,6
ZH,2011,3097.1666666666665,2.399999999999998,6
ZH,2012,3408.183333333333,1.3500000000000003,6
ZH,2013,3629.7999999999997,8.3,6
ZH,2014,3009.4500000000003,2.183333333333333,6
ZH,2015,3186.5833333333335,24.433333333333334,6
ZH,2016,3332.4666666666667,1.4833333333333336,6
ZH,2017,3303.3333333333335,7.400000000000001,6
ZH,2018,2978.866666666667,12.65,6
ZH,2019,3169.866666666667,17.78333333333333,6
ZH,2020,3015.2333333333336,4.183333333333334,6
ZH,2021,3434.883333333333,0.7500000000000018,6
ZH,2022,2522.0714285714284,10.914285714285713,7
ZH,2023,2924.285714285714,10.92857142857143,7
ZH,2024,2979.9285714285716,1.1142857142857143,7
